Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Negative Regulation Of Blood Pressure (GO:0045776)	1/14	0.0664779974990266	0.24718671830537398	0	0	15.772402854877082	42.75715849568251	APLN
Regulation Of Branching Involved In Ureteric Bud Morphogenesis (GO:0090189)	1/14	0.0664779974990266	0.24718671830537398	0	0	15.772402854877082	42.75715849568251	GDNF
Regulation Of Signal Transduction (GO:0009966)	3/193	0.06924619951684156	0.24718671830537398	0	0	3.2762326869806095	8.747826359045584	BST1;SP100;GDNF
Regulation Of Cell Differentiation (GO:0045595)	3/193	0.06924619951684156	0.24718671830537398	0	0	3.2762326869806095	8.747826359045584	RPS6KA3;RELN;GDNF
Epiboly Involved In Wound Healing (GO:0090505)	1/15	0.07105545026536494	0.24718671830537398	0	0	14.645066273932253	38.72587137976069	CD44
Negative Regulation Of Epithelial Cell Differentiation (GO:0030857)	1/15	0.07105545026536494	0.24718671830537398	0	0	14.645066273932253	38.72587137976069	SPRY1
Negative Regulation Of Immune Effector Process (GO:0002698)	1/15	0.07105545026536494	0.24718671830537398	0	0	14.645066273932253	38.72587137976069	CR1
Sympathetic Nervous System Development (GO:0048485)	1/15	0.07105545026536494	0.24718671830537398	0	0	14.645066273932253	38.72587137976069	GDNF
Golgi To Endosome Transport (GO:0006895)	1/15	0.07105545026536494	0.24718671830537398	0	0	14.645066273932253	38.72587137976069	VPS13C
Gas Transport (GO:0015669)	1/15	0.07105545026536494	0.24718671830537398	0	0	14.645066273932253	38.72587137976069	HBZ
Positive Regulation Of Muscle Cell Differentiation (GO:0051149)	1/15	0.07105545026536494	0.24718671830537398	0	0	14.645066273932253	38.72587137976069	LAMA1
Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway (GO:0071880)	1/15	0.07105545026536494	0.24718671830537398	0	0	14.645066273932253	38.72587137976069	ADRA2B
Cellular Response To Zinc Ion (GO:0071294)	1/15	0.07105545026536494	0.24718671830537398	0	0	14.645066273932253	38.72587137976069	MT1G
Negative Regulation Of DNA Replication (GO:0008156)	1/15	0.07105545026536494	0.24718671830537398	0	0	14.645066273932253	38.72587137976069	SLFN11
Positive Regulation Of Protein Metabolic Process (GO:0051247)	3/196	0.07180299965493765	0.24718671830537398	0	0	3.224815925824925	8.49361378854716	AMER1;BCL3;C4BPB
Regulation Of Epithelial Cell Proliferation (GO:0050678)	2/91	0.07351078467036004	0.24718671830537398	0	0	4.637874531835206	12.106351272634202	SGPP2;BMP6
Steroid Metabolic Process (GO:0008202)	2/92	0.07491196252101837	0.24718671830537398	0	0	4.586111111111111	11.884639519044105	DHRS9;HSD17B2
Positive Regulation Of Protein Catabolic Process (GO:0045732)	2/92	0.07491196252101837	0.24718671830537398	0	0	4.586111111111111	11.884639519044105	AMER1;C4BPB
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:1902254)	1/16	0.07561068607153909	0.24718671830537398	0	0	13.668041237113401	35.29303731792002	CD44
Negative Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046426)	1/16	0.07561068607153909	0.24718671830537398	0	0	13.668041237113401	35.29303731792002	BCL3
Autonomic Nervous System Development (GO:0048483)	1/16	0.07561068607153909	0.24718671830537398	0	0	13.668041237113401	35.29303731792002	GDNF
Lymphocyte Mediated Immunity (GO:0002449)	1/16	0.07561068607153909	0.24718671830537398	0	0	13.668041237113401	35.29303731792002	CR1
Regulation Of Protein Kinase A Signaling (GO:0010738)	1/16	0.07561068607153909	0.24718671830537398	0	0	13.668041237113401	35.29303731792002	TCIM
Regulation Of NMDA Receptor Activity (GO:2000310)	1/16	0.07561068607153909	0.24718671830537398	0	0	13.668041237113401	35.29303731792002	RELN
Negative Regulation Of Cytokine Production Involved In Immune Response (GO:0002719)	1/16	0.07561068607153909	0.24718671830537398	0	0	13.668041237113401	35.29303731792002	HLA-F
Negative Regulation Of Interleukin-8 Production (GO:0032717)	1/17	0.08014381161944185	0.24718671830537398	0	0	12.813144329896907	32.33951284796603	BCL3
Regulation Of Hematopoietic Progenitor Cell Differentiation (GO:1901532)	1/17	0.08014381161944185	0.24718671830537398	0	0	12.813144329896907	32.33951284796603	KITLG
Amyloid Precursor Protein Metabolic Process (GO:0042982)	1/17	0.08014381161944185	0.24718671830537398	0	0	12.813144329896907	32.33951284796603	ACHE
Positive Regulation Of Small GTPase Mediated Signal Transduction (GO:0051057)	1/17	0.08014381161944185	0.24718671830537398	0	0	12.813144329896907	32.33951284796603	RELN
Negative Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706)	1/17	0.08014381161944185	0.24718671830537398	0	0	12.813144329896907	32.33951284796603	APLN
Leukocyte Tethering Or Rolling (GO:0050901)	1/17	0.08014381161944185	0.24718671830537398	0	0	12.813144329896907	32.33951284796603	SELL
Carbohydrate Derivative Transport (GO:1901264)	1/17	0.08014381161944185	0.24718671830537398	0	0	12.813144329896907	32.33951284796603	SLC15A3
Positive Regulation Of SMAD Protein Signal Transduction (GO:0060391)	1/17	0.08014381161944185	0.24718671830537398	0	0	12.813144329896907	32.33951284796603	BMP6
Negative Regulation Of Calcium Ion Transport (GO:0051926)	1/17	0.08014381161944185	0.24718671830537398	0	0	12.813144329896907	32.33951284796603	LILRB2
Positive Regulation Of Dendrite Morphogenesis (GO:0050775)	1/17	0.08014381161944185	0.24718671830537398	0	0	12.813144329896907	32.33951284796603	RELN
Regulation Of Defense Response (GO:0031347)	2/97	0.08204405360040859	0.24718671830537398	0	0	4.343640350877193	10.86126807986038	BST1;N4BP1
Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162)	2/98	0.08349491595384678	0.24718671830537398	0	0	4.298177083333333	10.672242757215345	ACHE;ALPL
3'-UTR-mediated mRNA Stabilization (GO:0070935)	1/18	0.08465493309372914	0.24718671830537398	0	0	12.058823529411764	29.775308154544383	DAZL
fatty-acyl-CoA Metabolic Process (GO:0035337)	1/18	0.08465493309372914	0.24718671830537398	0	0	12.058823529411764	29.775308154544383	PPT2
Negative Regulation Of Monoatomic Ion Transport (GO:0043271)	1/18	0.08465493309372914	0.24718671830537398	0	0	12.058823529411764	29.775308154544383	LILRB2
Positive Regulation Of Natural Killer Cell Activation (GO:0032816)	1/18	0.08465493309372914	0.24718671830537398	0	0	12.058823529411764	29.775308154544383	HLA-F
Ureteric Bud Morphogenesis (GO:0060675)	1/18	0.08465493309372914	0.24718671830537398	0	0	12.058823529411764	29.775308154544383	GDNF
Regulation Of Lymphocyte Proliferation (GO:0050670)	1/18	0.08465493309372914	0.24718671830537398	0	0	12.058823529411764	29.775308154544383	CD209
Negative Regulation Of Signal Transduction By P53 Class Mediator (GO:1901797)	1/18	0.08465493309372914	0.24718671830537398	0	0	12.058823529411764	29.775308154544383	CD44
Adrenergic Receptor Signaling Pathway (GO:0071875)	1/18	0.08465493309372914	0.24718671830537398	0	0	12.058823529411764	29.775308154544383	ADRA2B
Branching Involved In Ureteric Bud Morphogenesis (GO:0001658)	1/18	0.08465493309372914	0.24718671830537398	0	0	12.058823529411764	29.775308154544383	GDNF
Protein Autoprocessing (GO:0016540)	1/18	0.08465493309372914	0.24718671830537398	0	0	12.058823529411764	29.775308154544383	TMPRSS2
Maintenance Of Protein Location In Nucleus (GO:0051457)	1/18	0.08465493309372914	0.24718671830537398	0	0	12.058823529411764	29.775308154544383	SP100
Positive Regulation Of CREB Transcription Factor Activity (GO:0032793)	1/18	0.08465493309372914	0.24718671830537398	0	0	12.058823529411764	29.775308154544383	RELN
Regulation Of Vascular Endothelial Cell Proliferation (GO:1905562)	1/18	0.08465493309372914	0.24718671830537398	0	0	12.058823529411764	29.775308154544383	APLN
Regulation Of T Cell Cytokine Production (GO:0002724)	1/18	0.08465493309372914	0.24718671830537398	0	0	12.058823529411764	29.775308154544383	HLA-F
Regulation Of Cell-Cell Adhesion Mediated By Cadherin (GO:2000047)	1/18	0.08465493309372914	0.24718671830537398	0	0	12.058823529411764	29.775308154544383	BMP6
Response To UV (GO:0009411)	2/100	0.08642019084195456	0.24718671830537398	0	0	4.210034013605442	10.308411171595903	BCL3;N4BP1
Negative Regulation Of Apoptotic Process (GO:0043066)	5/482	0.0881915876214223	0.24718671830537398	0	0	2.189423141949009	5.316452948795168	RPS6KA3;GDNF;TCIM;BCL3;CD44
Positive Regulation Of Cell Population Proliferation (GO:0008284)	5/483	0.08878476534429654	0.24718671830537398	0	0	2.1847302829891575	5.290412217646144	BST1;KITLG;CR1;GDNF;BMP6
Sphingosine Metabolic Process (GO:0006670)	1/19	0.08914415615924	0.24718671830537398	0	0	11.38831615120275	27.531259847052414	SGPP2
Steroid Hormone Biosynthetic Process (GO:0120178)	1/19	0.08914415615924	0.24718671830537398	0	0	11.38831615120275	27.531259847052414	HSD17B2
Regulation Of Fibroblast Growth Factor Receptor Signaling Pathway (GO:0040036)	1/19	0.08914415615924	0.24718671830537398	0	0	11.38831615120275	27.531259847052414	SPRY1
Regulation Of Granulocyte Chemotaxis (GO:0071622)	1/19	0.08914415615924	0.24718671830537398	0	0	11.38831615120275	27.531259847052414	BST1
Regulation Of Integrin-Mediated Signaling Pathway (GO:2001044)	1/19	0.08914415615924	0.24718671830537398	0	0	11.38831615120275	27.531259847052414	LAMA1
Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator (GO:0042771)	1/19	0.08914415615924	0.24718671830537398	0	0	11.38831615120275	27.531259847052414	BCL3
Leukocyte Adhesion To Vascular Endothelial Cell (GO:0061756)	1/19	0.08914415615924	0.24718671830537398	0	0	11.38831615120275	27.531259847052414	SELL
Calcium-Independent Cell-Cell Adhesion Via Plasma Membrane Cell-Adhesion Molecules (GO:0016338)	1/19	0.08914415615924	0.24718671830537398	0	0	11.38831615120275	27.531259847052414	CLDN10
Cardiac Epithelial To Mesenchymal Transition (GO:0060317)	1/19	0.08914415615924	0.24718671830537398	0	0	11.38831615120275	27.531259847052414	SPRY1
Regulation Of Behavior (GO:0050795)	1/19	0.08914415615924	0.24718671830537398	0	0	11.38831615120275	27.531259847052414	RELN
Regulation Of Protein Secretion (GO:0050708)	2/102	0.08937613566563447	0.24718671830537398	0	0	4.125416666666666	9.962475190601934	ACHE;BMP6
T Cell Mediated Immunity (GO:0002456)	1/20	0.09361158601957499	0.25324575203201527	0	0	10.788388497015735	25.553389086720664	CR1
Negative Regulation Of Small GTPase Mediated Signal Transduction (GO:0051058)	1/20	0.09361158601957499	0.25324575203201527	0	0	10.788388497015735	25.553389086720664	SPRY1
Hydrogen Peroxide Catabolic Process (GO:0042744)	1/20	0.09361158601957499	0.25324575203201527	0	0	10.788388497015735	25.553389086720664	HBZ
Cellular Response To Copper Ion (GO:0071280)	1/20	0.09361158601957499	0.25324575203201527	0	0	10.788388497015735	25.553389086720664	MT1G
Response To Fibroblast Growth Factor (GO:0071774)	1/20	0.09361158601957499	0.25324575203201527	0	0	10.788388497015735	25.553389086720664	CD44
Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874)	2/105	0.09386567208448372	0.25324575203201527	0	0	4.00465210355987	9.474568524252726	GADD45B;RELL1
Positive Regulation Of T Cell Activation (GO:0050870)	2/107	0.09689454022399033	0.2561229652023738	0	0	3.9279761904761905	9.168415338228042	CD209;LILRB2
Positive Regulation Of Heart Contraction (GO:0045823)	1/21	0.09805732735418307	0.2561229652023738	0	0	10.248453608247422	23.798989697417564	APLN
Negative Regulation Of Interleukin-2 Production (GO:0032703)	1/21	0.09805732735418307	0.2561229652023738	0	0	10.248453608247422	23.798989697417564	CR1
Positive Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045954)	1/21	0.09805732735418307	0.2561229652023738	0	0	10.248453608247422	23.798989697417564	HLA-F
Positive Regulation Of Translational Initiation (GO:0045948)	1/21	0.09805732735418307	0.2561229652023738	0	0	10.248453608247422	23.798989697417564	DAZL
Response To Cadmium Ion (GO:0046686)	1/21	0.09805732735418307	0.2561229652023738	0	0	10.248453608247422	23.798989697417564	MT1G
Positive Regulation Of Dendritic Spine Development (GO:0060999)	1/21	0.09805732735418307	0.2561229652023738	0	0	10.248453608247422	23.798989697417564	RELN
Positive Regulation Of Metabolic Process (GO:0009893)	2/108	0.09841941476762929	0.2561229652023738	0	0	3.8907232704402515	9.020708783413907	ACHE;ALPL
Positive Regulation Of Translation (GO:0045727)	2/108	0.09841941476762929	0.2561229652023738	0	0	3.8907232704402515	9.020708783413907	DAZL;BCL3
Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)	2/110	0.10148953192737992	0.2575675329536575	0	0	3.818287037037037	8.735475630625318	ADGRB2;ADRA2B
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001240)	1/22	0.10248148436734027	0.2575675329536575	0	0	9.759941089837998	22.233859615850243	GDNF
Regulation Of Dopamine Secretion (GO:0014059)	1/22	0.10248148436734027	0.2575675329536575	0	0	9.759941089837998	22.233859615850243	GDNF
Negative Regulation Of Signal Transduction In Absence Of Ligand (GO:1901099)	1/22	0.10248148436734027	0.2575675329536575	0	0	9.759941089837998	22.233859615850243	GDNF
Positive Regulation Of Receptor Internalization (GO:0002092)	1/22	0.10248148436734027	0.2575675329536575	0	0	9.759941089837998	22.233859615850243	APLN
Positive Regulation Of Synaptic Transmission, Glutamatergic (GO:0051968)	1/22	0.10248148436734027	0.2575675329536575	0	0	9.759941089837998	22.233859615850243	RELN
Regulation Of Protein Export From Nucleus (GO:0046825)	1/22	0.10248148436734027	0.2575675329536575	0	0	9.759941089837998	22.233859615850243	SP100
Cellular Response To Cadmium Ion (GO:0071276)	1/22	0.10248148436734027	0.2575675329536575	0	0	9.759941089837998	22.233859615850243	MT1G
Positive Regulation Of Excitatory Postsynaptic Potential (GO:2000463)	1/22	0.10248148436734027	0.2575675329536575	0	0	9.759941089837998	22.233859615850243	RELN
Regulation Of Protein Ubiquitination (GO:0031396)	2/113	0.1061441138319259	0.26070269470597135	0	0	3.714527027027027	8.331526416877884	AMER1;N4BP1
Positive Regulation Of Developmental Process (GO:0051094)	3/233	0.10662490542877374	0.26070269470597135	0	0	2.7009610983981696	6.045934391660572	RPS6KA3;RELN;GDNF
Regulation Of Extracellular Matrix Organization (GO:1903053)	1/23	0.10688416076447539	0.26070269470597135	0	0	9.315838800374882	20.8303053683161	LAMA1
Positive Regulation Of Morphogenesis Of An Epithelium (GO:1905332)	1/23	0.10688416076447539	0.26070269470597135	0	0	9.315838800374882	20.8303053683161	GDNF
Positive Regulation Of Oxidoreductase Activity (GO:0051353)	1/23	0.10688416076447539	0.26070269470597135	0	0	9.315838800374882	20.8303053683161	GDNF
Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002460)	1/23	0.10688416076447539	0.26070269470597135	0	0	9.315838800374882	20.8303053683161	CR1
Immune Response-Activating Cell Surface Receptor Signaling Pathway (GO:0002429)	1/23	0.10688416076447539	0.26070269470597135	0	0	9.315838800374882	20.8303053683161	CR1
Response To BMP (GO:0071772)	1/23	0.10688416076447539	0.26070269470597135	0	0	9.315838800374882	20.8303053683161	BMP6
Gliogenesis (GO:0042063)	1/24	0.11126545974097125	0.26173120600990035	0	0	8.910354101299866	19.565679904837808	RELN
Positive Regulation Of Natural Killer Cell Mediated Immunity (GO:0002717)	1/24	0.11126545974097125	0.26173120600990035	0	0	8.910354101299866	19.565679904837808	HLA-F
Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034114)	1/24	0.11126545974097125	0.26173120600990035	0	0	8.910354101299866	19.565679904837808	CD44
Regulation Of Muscle Cell Differentiation (GO:0051147)	1/24	0.11126545974097125	0.26173120600990035	0	0	8.910354101299866	19.565679904837808	LAMA1
Lipid Translocation (GO:0034204)	1/24	0.11126545974097125	0.26173120600990035	0	0	8.910354101299866	19.565679904837808	ATP8B4
Cell Morphogenesis Involved In Differentiation (GO:0000904)	1/24	0.11126545974097125	0.26173120600990035	0	0	8.910354101299866	19.565679904837808	RELN
Regulation Of AMPA Receptor Activity (GO:2000311)	1/24	0.11126545974097125	0.26173120600990035	0	0	8.910354101299866	19.565679904837808	RELN
Mononuclear Cell Differentiation (GO:1903131)	1/24	0.11126545974097125	0.26173120600990035	0	0	8.910354101299866	19.565679904837808	MT1G
Regulation Of Viral Life Cycle (GO:1903900)	1/24	0.11126545974097125	0.26173120600990035	0	0	8.910354101299866	19.565679904837808	CD209
Response To Copper Ion (GO:0046688)	1/24	0.11126545974097125	0.26173120600990035	0	0	8.910354101299866	19.565679904837808	MT1G
Positive Regulation Of Intracellular Signal Transduction (GO:1902533)	5/525	0.1155556590806277	0.2626407043009033	0	0	2.0039288668320925	4.324484442872269	RELN;TCIM;ADRA2B;LURAP1;BMP6
Negative Regulation Of Intracellular Protein Transport (GO:0090317)	1/25	0.11562548404169874	0.2626407043009033	0	0	8.538659793814434	18.42129521976745	SP100
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:1902230)	1/25	0.11562548404169874	0.2626407043009033	0	0	8.538659793814434	18.42129521976745	CD44
fatty-acyl-CoA Biosynthetic Process (GO:0046949)	1/25	0.11562548404169874	0.2626407043009033	0	0	8.538659793814434	18.42129521976745	PPT2
Wound Healing, Spreading Of Cells (GO:0044319)	1/25	0.11562548404169874	0.2626407043009033	0	0	8.538659793814434	18.42129521976745	CD44
Activation Of Protein Kinase B Activity (GO:0032148)	1/25	0.11562548404169874	0.2626407043009033	0	0	8.538659793814434	18.42129521976745	ADRA2B
Metanephros Development (GO:0001656)	1/25	0.11562548404169874	0.2626407043009033	0	0	8.538659793814434	18.42129521976745	GDNF
Response To Zinc Ion (GO:0010043)	1/25	0.11562548404169874	0.2626407043009033	0	0	8.538659793814434	18.42129521976745	MT1G
Regulation Of Cell Cycle Phase Transition (GO:1901987)	1/25	0.11562548404169874	0.2626407043009033	0	0	8.538659793814434	18.42129521976745	TCIM
Regulation Of Cell Size (GO:0008361)	1/25	0.11562548404169874	0.2626407043009033	0	0	8.538659793814434	18.42129521976745	RAP1GAP2
Positive Regulation Of Monooxygenase Activity (GO:0032770)	1/26	0.11996433586492446	0.27156310276272283	0	0	8.196701030927835	17.38160274385576	GDNF
Regulation Of Protein Catabolic Process (GO:0042176)	2/122	0.12043890235397939	0.27170687527638354	0	0	3.434375	7.269241703934282	AMER1;C4BPB
Positive Regulation Of Immune System Process (GO:0002684)	1/27	0.12428211698541018	0.27383493109118706	0	0	7.8810467882632835	16.43356790965512	LILRB2
Establishment Of Protein Localization To Vacuole (GO:0072666)	1/27	0.12428211698541018	0.27383493109118706	0	0	7.8810467882632835	16.43356790965512	VPS13C
Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239)	1/27	0.12428211698541018	0.27383493109118706	0	0	7.8810467882632835	16.43356790965512	GDNF
Regulation Of Immunoglobulin Production (GO:0002637)	1/27	0.12428211698541018	0.27383493109118706	0	0	7.8810467882632835	16.43356790965512	CR1
Chaperone Cofactor-Dependent Protein Refolding (GO:0051085)	1/27	0.12428211698541018	0.27383493109118706	0	0	7.8810467882632835	16.43356790965512	HSPA7
Regulation Of SMAD Protein Signal Transduction (GO:0060390)	1/27	0.12428211698541018	0.27383493109118706	0	0	7.8810467882632835	16.43356790965512	BMP6
Negative Regulation Of Notch Signaling Pathway (GO:0045746)	1/27	0.12428211698541018	0.27383493109118706	0	0	7.8810467882632835	16.43356790965512	TCIM
Response To Cytokine (GO:0034097)	2/125	0.125305662893095	0.27517290090477003	0	0	3.35010162601626	6.958158475626679	SP100;SELL
Regulation Of Response To External Stimulus (GO:0032101)	2/127	0.12857632367356792	0.2759437398008804	0	0	3.2961666666666667	6.761204496719207	BST1;N4BP1
Regulation Of Anatomical Structure Morphogenesis (GO:0022603)	2/127	0.12857632367356792	0.2759437398008804	0	0	3.2961666666666667	6.761204496719207	SP100;GDNF
Fatty Acid Derivative Biosynthetic Process (GO:1901570)	1/28	0.12857892868180207	0.2759437398008804	0	0	7.588774341351661	15.566187515435866	PPT2
Negative Regulation Of Type II Interferon Production (GO:0032689)	1/28	0.12857892868180207	0.2759437398008804	0	0	7.588774341351661	15.566187515435866	CR1
Regulation Of Monoatomic Ion Transport (GO:0043269)	1/28	0.12857892868180207	0.2759437398008804	0	0	7.588774341351661	15.566187515435866	CLDN10
Protein Localization To Golgi Apparatus (GO:0034067)	1/28	0.12857892868180207	0.2759437398008804	0	0	7.588774341351661	15.566187515435866	VPS13C
Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)	1/28	0.12857892868180207	0.2759437398008804	0	0	7.588774341351661	15.566187515435866	CD44
Glycolytic Process (GO:0006096)	1/29	0.13285487170278507	0.2787843498271141	0	0	7.317378497790869	14.770113400183961	PKLR
Heterotypic Cell-Cell Adhesion (GO:0034113)	1/29	0.13285487170278507	0.2787843498271141	0	0	7.317378497790869	14.770113400183961	LILRB2
Regulation Of Neuron Migration (GO:2001222)	1/29	0.13285487170278507	0.2787843498271141	0	0	7.317378497790869	14.770113400183961	RELN
Negative Regulation Of DNA Binding (GO:0043392)	1/29	0.13285487170278507	0.2787843498271141	0	0	7.317378497790869	14.770113400183961	SP100
Defense Response To Fungus (GO:0050832)	1/29	0.13285487170278507	0.2787843498271141	0	0	7.317378497790869	14.770113400183961	NLRP10
Positive Regulation Of Dephosphorylation (GO:0035306)	1/29	0.13285487170278507	0.2787843498271141	0	0	7.317378497790869	14.770113400183961	LILRB2
Positive Regulation Of Endopeptidase Activity (GO:0010950)	1/29	0.13285487170278507	0.2787843498271141	0	0	7.317378497790869	14.770113400183961	CR1
Negative Regulation Of Epithelial To Mesenchymal Transition (GO:0010719)	1/30	0.13711004640271124	0.28410577013226374	0	0	7.064699608958407	14.037356193959155	SPRY1
Regulation Of Dendritic Spine Morphogenesis (GO:0061001)	1/30	0.13711004640271124	0.28410577013226374	0	0	7.064699608958407	14.037356193959155	RELN
Phospholipid Dephosphorylation (GO:0046839)	1/30	0.13711004640271124	0.28410577013226374	0	0	7.064699608958407	14.037356193959155	SGPP2
Regulation Of Vasculature Development (GO:1901342)	1/30	0.13711004640271124	0.28410577013226374	0	0	7.064699608958407	14.037356193959155	SP100
Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041)	1/31	0.14134455256627768	0.2865334036326079	0	0	6.828865979381443	13.361050061201011	SP100
Toll-Like Receptor Signaling Pathway (GO:0002224)	1/31	0.14134455256627768	0.2865334036326079	0	0	6.828865979381443	13.361050061201011	RPS6KA3
Antigen Processing And Presentation Of Exogenous Peptide Antigen (GO:0002478)	1/31	0.14134455256627768	0.2865334036326079	0	0	6.828865979381443	13.361050061201011	HLA-F
Regulation Of Response To Biotic Stimulus (GO:0002831)	1/31	0.14134455256627768	0.2865334036326079	0	0	6.828865979381443	13.361050061201011	N4BP1
Phospholipid Translocation (GO:0045332)	1/31	0.14134455256627768	0.2865334036326079	0	0	6.828865979381443	13.361050061201011	ATP8B4
Modulation Of Excitatory Postsynaptic Potential (GO:0098815)	1/31	0.14134455256627768	0.2865334036326079	0	0	6.828865979381443	13.361050061201011	RELN
Regulation Of Cell Morphogenesis (GO:0022604)	1/31	0.14134455256627768	0.2865334036326079	0	0	6.828865979381443	13.361050061201011	CD44
Cellular Response To Metal Ion (GO:0071248)	2/135	0.1418530555398058	0.2865334036326079	0	0	3.0966478696741855	6.047640501256527	MT1G;BMP6
Positive Regulation Of Signal Transduction (GO:0009967)	3/266	0.1421829900022623	0.2865334036326079	0	0	2.3580948569141484	4.599795069002466	RELN;LAMA1;BMP6
Negative Regulation Of Signal Transduction (GO:0009968)	3/267	0.1433172821896822	0.28794140889781134	0	0	2.349043062200957	4.563472684742416	TCIM;SPRY1;APLN
'De Novo' Post-Translational Protein Folding (GO:0051084)	1/32	0.1455584895854472	0.2880663521436545	0	0	6.608247422680412	12.73526431256762	HSPA7
Negative Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435)	1/32	0.1455584895854472	0.2880663521436545	0	0	6.608247422680412	12.73526431256762	N4BP1
Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0042269)	1/32	0.1455584895854472	0.2880663521436545	0	0	6.608247422680412	12.73526431256762	HLA-F
Mesenchymal Cell Migration (GO:0090497)	1/32	0.1455584895854472	0.2880663521436545	0	0	6.608247422680412	12.73526431256762	GDNF
Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134)	1/32	0.1455584895854472	0.2880663521436545	0	0	6.608247422680412	12.73526431256762	SLFN11
Negative Regulation Of Epithelial Cell Migration (GO:0010633)	1/33	0.14975195630264862	0.29199422748097564	0	0	6.401417525773196	12.154851423469323	SP100
Positive Regulation Of Ion Transmembrane Transporter Activity (GO:0032414)	1/33	0.14975195630264862	0.29199422748097564	0	0	6.401417525773196	12.154851423469323	RELN
Positive Regulation Of Protein Dephosphorylation (GO:0035307)	1/33	0.14975195630264862	0.29199422748097564	0	0	6.401417525773196	12.154851423469323	LILRB2
Positive Regulation Of Cytokine Production Involved In Immune Response (GO:0002720)	1/33	0.14975195630264862	0.29199422748097564	0	0	6.401417525773196	12.154851423469323	HLA-F
Signal Transduction By P53 Class Mediator (GO:0072331)	1/33	0.14975195630264862	0.29199422748097564	0	0	6.401417525773196	12.154851423469323	BCL3
Glial Cell Differentiation (GO:0010001)	1/34	0.15392505118657634	0.2966310753187375	0	0	6.207122774133083	11.61532352125674	RELN
Protein Targeting To Vacuole (GO:0006623)	1/34	0.15392505118657634	0.2966310753187375	0	0	6.207122774133083	11.61532352125674	VPS13C
Cellular Response To Vascular Endothelial Growth Factor Stimulus (GO:0035924)	1/34	0.15392505118657634	0.2966310753187375	0	0	6.207122774133083	11.61532352125674	MT1G
Negative Regulation Of Ras Protein Signal Transduction (GO:0046580)	1/34	0.15392505118657634	0.2966310753187375	0	0	6.207122774133083	11.61532352125674	SPRY1
Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:0072332)	1/35	0.15807787212422003	0.3019926979020504	0	0	6.0242571255306245	11.112751366206078	BCL3
One-Carbon Compound Transport (GO:0019755)	1/35	0.15807787212422003	0.3019926979020504	0	0	6.0242571255306245	11.112751366206078	HBZ
Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807)	1/35	0.15807787212422003	0.3019926979020504	0	0	6.0242571255306245	11.112751366206078	SLFN11
Regulation Of Cold-Induced Thermogenesis (GO:0120161)	2/146	0.1605548047868205	0.3058407088302258	0	0	2.8585069444444446	5.228552027417841	ACHE;ALPL
Neural Crest Cell Migration (GO:0001755)	1/36	0.16221051665136102	0.3064724792095072	0	0	5.851840942562592	10.643681183156218	GDNF
Regulation Of Trans-Synaptic Signaling (GO:0099177)	1/36	0.16221051665136102	0.3064724792095072	0	0	5.851840942562592	10.643681183156218	RELN
Dephosphorylation (GO:0016311)	2/147	0.16227740956630488	0.3064724792095072	0	0	2.838649425287356	5.161936380086619	ALPL;SGPP2
Nervous System Development (GO:0007399)	4/433	0.1632014487542537	0.3070937347417589	0	0	1.9315578038982295	3.5014699615984837	RPS6KA3;RELN;ADGRB2;GDNF
Axon Guidance (GO:0007411)	2/149	0.16573278109912534	0.3070937347417589	0	0	2.7997448979591835	5.032201397301653	RELN;GDNF
Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433)	2/149	0.16573278109912534	0.3070937347417589	0	0	2.7997448979591835	5.032201397301653	SP100;BCL3
Negative Regulation Of Endothelial Cell Migration (GO:0010596)	1/37	0.1663230817512098	0.3070937347417589	0	0	5.689003436426117	10.205065817539719	SP100
